
codice_cliente,value_segment,life_stage,num_products,engagement_level,strategic_segment,nba_recommendation,urgency_tier,cluster,num_claims,total_claim_amount,num_complaints,num_interactions,conversion_rate,casa_owned,salute_owned,investimento_owned,pip_owned
20504,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20505,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20506,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20507,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20508,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20509,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20510,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20511,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20512,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20513,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20514,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20515,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20516,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20517,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20518,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20519,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20520,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20521,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20522,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20523,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20524,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20525,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20526,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20527,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20528,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20529,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20530,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20531,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20532,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20533,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20534,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20535,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20536,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20537,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20538,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20539,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20540,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20541,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20542,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20543,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20544,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20545,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20546,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20547,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20548,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20549,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20550,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20551,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20552,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20553,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20554,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20555,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20556,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20557,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20558,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20559,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20560,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20561,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20562,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20563,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20564,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20565,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20566,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20567,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20568,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20569,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20570,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20571,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20572,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20573,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20574,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20575,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20576,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20577,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20578,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20579,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20580,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20581,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20582,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20583,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20584,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20585,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20586,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20587,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20588,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20589,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20590,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20591,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20592,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20593,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20594,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20595,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20596,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20597,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20598,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20599,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20600,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20601,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20602,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20603,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20604,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20605,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20606,Upper-Retail,Young Family,1,At-Risk,Affluent Young Families,Casa+Salute,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20607,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20608,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20609,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20610,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20611,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20612,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20613,Upper-Retail,Established Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20614,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20615,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20616,Upper-Retail,Young Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20617,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20618,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20619,Upper-Retail,Young Family,1,At-Risk,Affluent Young Families,Casa+Salute,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20620,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20621,Upper-Retail,Established Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20622,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20623,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20624,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20625,Upper-Retail,Young Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20626,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20627,Upper-Retail,Young Family,1,At-Risk,Affluent Young Families,Casa+Salute,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20628,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20629,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20630,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20631,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20632,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20633,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20634,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20635,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20636,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20637,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20638,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20639,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20640,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20641,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20642,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20643,Upper-Retail,Established Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20644,Upper-Retail,Established Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20645,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20646,Upper-Retail,Young Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20647,Upper-Retail,Young Family,1,At-Risk,Affluent Young Families,Casa+Salute,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20648,Upper-Retail,Young Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20649,Upper-Retail,Young Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20650,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20651,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20652,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20653,Upper-Retail,Established Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20654,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20655,Upper-Retail,Young Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20656,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20657,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20658,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20659,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20660,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20661,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20662,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20663,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20664,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20665,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20666,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20667,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20668,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20669,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20670,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20671,Upper-Retail,Established Family,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20672,Upper-Retail,Young Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20673,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20674,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20675,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20676,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20677,Upper-Retail,Pre-Retirement,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20678,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20679,Upper-Retail,Pre-Retirement,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20680,Upper-Retail,Established Professional,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20681,Upper-Retail,Established Family,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
